,pokemon,base_experience,height,name,order,weight,abilities,moves,types
23,ampharos,230,14,ampharos,275,615,"'static', 'plus'","'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'substitute', 'snore', 'curse', 'cotton-spore', 'protect', 'zap-cannon', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'secret-power', 'signal-beam', 'shock-wave', 'natural-gift', 'fling', 'magnet-rise', 'dragon-pulse', 'power-gem', 'focus-blast', 'giga-impact', 'rock-climb', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'volt-switch', 'bulldoze', 'dragon-tail', 'electroweb', 'wild-charge', 'cotton-guard', 'ion-deluge', 'confide', 'eerie-impulse', 'magnetic-flux', 'electric-terrain', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'brutal-swing', 'stomping-tantrum', 'tera-blast', 'trailblaze'",'electric'
24,ampharos-mega,275,14,ampharos-mega,276,615,'mold-breaker',"'fire-punch', 'thunder-punch', 'tackle', 'take-down', 'growl', 'hyper-beam', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'double-team', 'confuse-ray', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'cotton-spore', 'protect', 'zap-cannon', 'outrage', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'facade', 'focus-punch', 'charge', 'brick-break', 'secret-power', 'signal-beam', 'shock-wave', 'fling', 'magnet-rise', 'dragon-pulse', 'power-gem', 'focus-blast', 'giga-impact', 'discharge', 'charge-beam', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'volt-switch', 'bulldoze', 'electroweb', 'wild-charge', 'cotton-guard', 'ion-deluge', 'confide', 'magnetic-flux', 'power-up-punch', 'laser-focus', 'brutal-swing'","'electric', 'dragon'"
26,anorith,71,7,anorith,460,125,"'battle-armor', 'swift-swim'","'scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'double-edge', 'water-gun', 'string-shot', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'metal-claw', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'brick-break', 'knock-off', 'secret-power', 'mud-sport', 'crush-claw', 'rock-tomb', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'rock-polish', 'x-scissor', 'earth-power', 'cross-poison', 'captivate', 'stealth-rock', 'bug-bite', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'struggle-bug', 'confide', 'meteor-beam'","'rock', 'bug'"
27,appletun,170,4,appletun,1023,130,"'ripen', 'gluttony', 'thick-fat'","'stomp', 'headbutt', 'body-slam', 'take-down', 'hyper-beam', 'leech-seed', 'growth', 'solar-beam', 'earthquake', 'recover', 'withdraw', 'light-screen', 'reflect', 'amnesia', 'rest', 'substitute', 'snore', 'curse', 'protect', 'outrage', 'giga-drain', 'endure', 'attract', 'sleep-talk', 'safeguard', 'sweet-scent', 'rain-dance', 'sunny-day', 'facade', 'helping-hand', 'superpower', 'recycle', 'astonish', 'bullet-seed', 'iron-defense', 'magical-leaf', 'gyro-ball', 'payback', 'seed-bomb', 'dragon-pulse', 'energy-ball', 'giga-impact', 'zen-headbutt', 'draco-meteor', 'leaf-storm', 'iron-head', 'grass-knot', 'heavy-slam', 'round', 'bulldoze', 'dragon-tail', 'grassy-terrain', 'high-horsepower', 'stomping-tantrum', 'body-press', 'apple-acid', 'grassy-glide', 'tera-blast', 'pounce', 'trailblaze'","'grass', 'dragon'"
28,appletun-gmax,170,240,appletun-gmax,-1,10000,"'ripen', 'gluttony', 'thick-fat'",,"'grass', 'dragon'"
29,applin,52,2,applin,1021,5,"'ripen', 'gluttony', 'bulletproof'","'withdraw', 'defense-curl', 'rollout', 'attract', 'recycle', 'astonish', 'sucker-punch', 'draco-meteor', 'grassy-glide', 'tera-blast', 'pounce'","'grass', 'dragon'"
30,araquanid,159,18,araquanid,908,820,"'water-bubble', 'water-absorb'","'headbutt', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'reflect', 'waterfall', 'leech-life', 'bubble', 'rest', 'substitute', 'spider-web', 'snore', 'protect', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'facade', 'magic-coat', 'dive', 'signal-beam', 'iron-defense', 'water-pulse', 'aqua-ring', 'poison-jab', 'x-scissor', 'bug-buzz', 'bug-bite', 'wide-guard', 'wonder-room', 'magic-room', 'soak', 'entrainment', 'round', 'scald', 'frost-breath', 'confide', 'infestation', 'laser-focus', 'lunge', 'liquidation', 'skitter-smack'","'water', 'bug'"
31,araquanid-totem,159,31,araquanid-totem,909,2175,"'water-bubble', 'water-absorb'","'bite', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'reflect', 'waterfall', 'leech-life', 'bubble', 'rest', 'substitute', 'spider-web', 'snore', 'protect', 'icy-wind', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'facade', 'magic-coat', 'signal-beam', 'iron-defense', 'water-pulse', 'aqua-ring', 'poison-jab', 'x-scissor', 'bug-bite', 'wide-guard', 'wonder-room', 'magic-room', 'soak', 'entrainment', 'round', 'scald', 'frost-breath', 'confide', 'infestation', 'laser-focus', 'lunge', 'liquidation'","'water', 'bug'"
32,arbok,157,35,arbok,33,650,"'intimidate', 'shed-skin', 'unnerve'","'bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'leer', 'bite', 'acid', 'hyper-beam', 'strength', 'mega-drain', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'haze', 'bide', 'skull-bash', 'glare', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'snatch', 'secret-power', 'rock-tomb', 'natural-gift', 'payback', 'gastro-acid', 'sucker-punch', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'coil', 'acid-spray', 'round', 'bulldoze', 'dragon-tail', 'belch', 'confide', 'infestation', 'throat-chop', 'brutal-swing', 'stomping-tantrum'",'poison'
34,arcanine,194,19,arcanine,98,1550,"'intimidate', 'flash-fire', 'justified'","'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'dragon-rage', 'fire-spin', 'dig', 'toxic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'extreme-speed', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'superpower', 'secret-power', 'hyper-voice', 'overheat', 'odor-sleuth', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'close-combat', 'flare-blitz', 'dragon-pulse', 'giga-impact', 'thunder-fang', 'fire-fang', 'rock-climb', 'iron-head', 'captivate', 'flame-charge', 'round', 'incinerate', 'retaliate', 'bulldoze', 'wild-charge', 'snarl', 'play-rough', 'confide', 'laser-focus', 'burn-up', 'psychic-fangs', 'scorching-sands', 'tera-blast'",'fire'
36,arceus,324,32,arceus,608,3200,'multitype',"'swords-dance', 'cut', 'fly', 'headbutt', 'body-slam', 'take-down', 'roar', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'agility', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'fire-blast', 'waterfall', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'perish-song', 'icy-wind', 'outrage', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'extreme-speed', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'heat-wave', 'hail', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'recycle', 'brick-break', 'imprison', 'refresh', 'secret-power', 'dive', 'hyper-voice', 'overheat', 'rock-tomb', 'silver-wind', 'cosmic-power', 'signal-beam', 'bullet-seed', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bulk-up', 'magical-leaf', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'brine', 'natural-gift', 'tailwind', 'payback', 'punishment', 'last-resort', 'flare-blitz', 'aura-sphere', 'poison-jab', 'dark-pulse', 'aqua-tail', 'air-slash', 'x-scissor', 'bug-buzz', 'dragon-pulse', 'power-gem', 'focus-blast', 'energy-ball', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'zen-headbutt', 'flash-cannon', 'rock-climb', 'defog', 'trick-room', 'draco-meteor', 'gunk-shot', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'judgment', 'charge-beam', 'ominous-wind', 'hone-claws', 'psyshock', 'telekinesis', 'heavy-slam', 'acid-spray', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'hex', 'incinerate', 'quash', 'retaliate', 'bulldoze', 'dragon-tail', 'work-up', 'wild-charge', 'hurricane', 'snarl', 'phantom-force', 'grassy-terrain', 'misty-terrain', 'confide', 'electric-terrain', 'dazzling-gleam', 'laser-focus', 'psychic-terrain', 'stomping-tantrum', 'liquidation', 'body-press', 'steel-beam', 'tera-blast', 'trailblaze', 'chilling-water'",'normal'
37,archen,71,5,archen,688,95,'defeatist',"'cut', 'wing-attack', 'thrash', 'leer', 'bite', 'roar', 'rock-throw', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bounce', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'assurance', 'rock-polish', 'aqua-tail', 'dragon-pulse', 'earth-power', 'switcheroo', 'shadow-claw', 'zen-headbutt', 'defog', 'stone-edge', 'stealth-rock', 'head-smash', 'hone-claws', 'smack-down', 'round', 'quick-guard', 'ally-switch', 'acrobatics', 'bulldoze', 'confide', 'meteor-beam', 'lash-out', 'dual-wingbeat'","'rock', 'flying'"
38,archeops,177,14,archeops,689,320,'defeatist',"'cut', 'wing-attack', 'fly', 'thrash', 'leer', 'roar', 'hyper-beam', 'rock-throw', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bounce', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'assurance', 'rock-polish', 'aqua-tail', 'air-slash', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'defog', 'stone-edge', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'quick-guard', 'ally-switch', 'acrobatics', 'bulldoze', 'dragon-tail', 'confide', 'meteor-beam', 'lash-out', 'dual-wingbeat'","'rock', 'flying'"
40,arctovish,177,20,arctovish,1070,1750,"'water-absorb', 'ice-body', 'slush-rush'","'body-slam', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'waterfall', 'rest', 'rock-slide', 'super-fang', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'endure', 'sleep-talk', 'rain-dance', 'crunch', 'ancient-power', 'whirlpool', 'hail', 'facade', 'dive', 'rock-tomb', 'icicle-spear', 'iron-defense', 'rock-blast', 'brine', 'giga-impact', 'avalanche', 'ice-fang', 'zen-headbutt', 'iron-head', 'stone-edge', 'round', 'icicle-crash', 'freeze-dry', 'aurora-veil', 'psychic-fangs', 'liquidation', 'fishious-rend', 'meteor-beam'","'water', 'ice'"
41,arctozolt,177,23,arctozolt,1068,1500,"'volt-absorb', 'static', 'slush-rush'","'mega-punch', 'thunder-punch', 'slam', 'mega-kick', 'body-slam', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'rest', 'rock-slide', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'endure', 'sleep-talk', 'iron-tail', 'rain-dance', 'ancient-power', 'hail', 'facade', 'charge', 'taunt', 'hyper-voice', 'rock-tomb', 'icicle-spear', 'rock-blast', 'pluck', 'payback', 'giga-impact', 'avalanche', 'thunder-fang', 'ice-fang', 'discharge', 'stone-edge', 'electro-ball', 'round', 'echoed-voice', 'bulldoze', 'wild-charge', 'icicle-crash', 'freeze-dry', 'stomping-tantrum', 'bolt-beak', 'meteor-beam', 'rising-voltage'","'electric', 'ice'"
42,ariados,140,11,ariados,265,335,"'swarm', 'insomnia', 'sniper'","'swords-dance', 'body-slam', 'double-edge', 'poison-sting', 'pin-missile', 'hyper-beam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'psychic', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'focus-energy', 'constrict', 'leech-life', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'spider-web', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'facade', 'secret-power', 'signal-beam', 'bounce', 'natural-gift', 'sucker-punch', 'poison-jab', 'x-scissor', 'giga-impact', 'shadow-sneak', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'foul-play', 'round', 'struggle-bug', 'electroweb', 'sticky-web', 'fell-stinger', 'confide', 'venom-drench', 'infestation', 'toxic-thread', 'throat-chop', 'smart-strike', 'stomping-tantrum'","'bug', 'poison'"
43,armaldo,173,15,armaldo,461,682,"'battle-armor', 'swift-swim'","'scratch', 'swords-dance', 'cut', 'headbutt', 'body-slam', 'double-edge', 'water-gun', 'hyper-beam', 'low-kick', 'seismic-toss', 'strength', 'string-shot', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'mud-sport', 'crush-claw', 'rock-tomb', 'aerial-ace', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'rock-polish', 'aqua-tail', 'x-scissor', 'earth-power', 'giga-impact', 'shadow-claw', 'flash-cannon', 'cross-poison', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'hone-claws', 'smack-down', 'round', 'struggle-bug', 'bulldoze', 'confide', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'meteor-beam'","'rock', 'bug'"
45,aromatisse,162,8,aromatisse,818,155,"'healer', 'aroma-veil'","'hyper-beam', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'metronome', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'torment', 'facade', 'helping-hand', 'magic-coat', 'endeavor', 'skill-swap', 'secret-power', 'aromatherapy', 'fake-tears', 'odor-sleuth', 'covet', 'calm-mind', 'gyro-ball', 'drain-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'flash-cannon', 'trick-room', 'charge-beam', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'ally-switch', 'heal-pulse', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'fairy-wind', 'moonblast', 'confide', 'aromatic-mist', 'dazzling-gleam', 'misty-explosion'",'fairy'
46,aron,66,4,aron,409,600,"'sturdy', 'rock-head', 'heavy-metal'","'cut', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'spite', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'smelling-salts', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'shock-wave', 'water-pulse', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'dragon-rush', 'earth-power', 'shadow-claw', 'iron-head', 'captivate', 'stealth-rock', 'head-smash', 'hone-claws', 'autotomize', 'heavy-slam', 'round', 'bulldoze', 'confide', 'body-press', 'steel-beam', 'steel-roller'","'steel', 'rock'"
47,arrokuda,56,5,arrokuda,1029,10,"'swift-swim', 'propeller-tail'","'fury-attack', 'take-down', 'thrash', 'double-edge', 'bite', 'hydro-pump', 'surf', 'peck', 'agility', 'focus-energy', 'waterfall', 'swift', 'rest', 'slash', 'substitute', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'rain-dance', 'crunch', 'whirlpool', 'facade', 'brick-break', 'dive', 'bounce', 'water-pulse', 'acupressure', 'close-combat', 'assurance', 'poison-jab', 'night-slash', 'ice-fang', 'aqua-jet', 'round', 'scald', 'drill-run', 'laser-focus', 'throat-chop', 'psychic-fangs', 'liquidation', 'scale-shot', 'tera-blast', 'chilling-water'",'water'
48,articuno,290,17,articuno,236,554,"'pressure', 'snow-cloak'","'razor-wind', 'gust', 'whirlwind', 'fly', 'headbutt', 'take-down', 'double-edge', 'leer', 'roar', 'mist', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'haze', 'reflect', 'bide', 'swift', 'sky-attack', 'rest', 'substitute', 'mind-reader', 'snore', 'curse', 'powder-snow', 'protect', 'mud-slap', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'mirror-coat', 'ancient-power', 'rock-smash', 'hail', 'facade', 'helping-hand', 'secret-power', 'weather-ball', 'air-cutter', 'signal-beam', 'sheer-cold', 'aerial-ace', 'icicle-spear', 'water-pulse', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'giga-impact', 'avalanche', 'ice-shard', 'defog', 'ominous-wind', 'round', 'sky-drop', 'frost-breath', 'hurricane', 'freeze-dry', 'confide', 'laser-focus', 'aurora-veil', 'triple-axel', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'snowscape'","'ice', 'flying'"
