,pokemon,base_experience,height,name,order,weight,abilities,moves,types,color
23,bidoof,50,5,bidoof,530,200,"['simple', 'unaware', 'moody']","['swords-dance', 'cut', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'ice-beam', 'blizzard', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'skull-bash', 'amnesia', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'facade', 'taunt', 'superpower', 'yawn', 'secret-power', 'mud-sport', 'odor-sleuth', 'covet', 'water-sport', 'shock-wave', 'natural-gift', 'pluck', 'last-resort', 'aqua-tail', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'confide']",['normal'],brown
24,blacephalon,285,18,blacephalon,987,130,['beast-boost'],"['fire-punch', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pain-split', 'encore', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'recycle', 'knock-off', 'astonish', 'overheat', 'calm-mind', 'rock-blast', 'payback', 'fling', 'last-resort', 'dark-pulse', 'shadow-claw', 'zen-headbutt', 'psyshock', 'smack-down', 'flame-burst', 'flame-charge', 'foul-play', 'after-you', 'round', 'stored-power', 'incinerate', 'quash', 'confide', 'mystical-fire', 'mind-blown', 'expanding-force']","['fire', 'ghost']",white
25,blissey,635,15,blissey,181,468,"['natural-cure', 'serene-grace', 'healer']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'sing', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'metronome', 'egg-bomb', 'fire-blast', 'swift', 'soft-boiled', 'dream-eater', 'flash', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'hail', 'facade', 'focus-punch', 'helping-hand', 'trick', 'recycle', 'brick-break', 'endeavor', 'skill-swap', 'refresh', 'snatch', 'secret-power', 'hyper-voice', 'rock-tomb', 'block', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'zen-headbutt', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'telekinesis', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'bestow', 'bulldoze', 'work-up', 'wild-charge', 'disarming-voice', 'confide', 'electric-terrain', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'stomping-tantrum', 'life-dew', 'tera-blast', 'snowscape', 'trailblaze', 'chilling-water']",['normal'],pink
26,blitzle,59,8,blitzle,637,298,"['lightning-rod', 'motor-drive', 'sap-sipper']","['stomp', 'double-kick', 'sand-attack', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'low-kick', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'rage', 'screech', 'double-team', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'protect', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'facade', 'charge', 'snatch', 'secret-power', 'signal-beam', 'bounce', 'shock-wave', 'feint', 'me-first', 'magnet-rise', 'discharge', 'charge-beam', 'flame-charge', 'round', 'volt-switch', 'wild-charge', 'confide']",['electric'],black
27,bonsly,58,5,bonsly,280,150,"['sturdy', 'rock-head', 'rattled']","['slam', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'low-kick', 'counter', 'rock-throw', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'harden', 'defense-curl', 'self-destruct', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'spikes', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'psych-up', 'uproar', 'facade', 'nature-power', 'helping-hand', 'role-play', 'brick-break', 'secret-power', 'fake-tears', 'rock-tomb', 'sand-tomb', 'block', 'mud-shot', 'covet', 'calm-mind', 'rock-blast', 'natural-gift', 'copycat', 'sucker-punch', 'rock-polish', 'power-gem', 'earth-power', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'smack-down', 'foul-play', 'after-you', 'round', 'bulldoze', 'confide', 'stomping-tantrum', 'tearful-look', 'tera-blast', 'trailblaze']",['rock'],brown
28,bouffalant,172,16,bouffalant,749,946,"['reckless', 'sap-sipper', 'soundproof']","['swords-dance', 'cut', 'stomp', 'headbutt', 'horn-attack', 'fury-attack', 'tackle', 'body-slam', 'thrash', 'leer', 'surf', 'strength', 'earthquake', 'toxic', 'rage', 'double-team', 'focus-energy', 'skull-bash', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'uproar', 'facade', 'taunt', 'superpower', 'revenge', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'mud-shot', 'close-combat', 'payback', 'assurance', 'poison-jab', 'giga-impact', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'round', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'cotton-guard', 'head-charge', 'belch', 'confide', 'high-horsepower', 'throat-chop', 'smart-strike', 'stomping-tantrum', 'lash-out']",['normal'],brown
29,bounsweet,42,3,bounsweet,920,32,"['leaf-guard', 'oblivious', 'sweet-veil']","['take-down', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'endeavor', 'teeter-dance', 'aromatherapy', 'grass-whistle', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'feint', 'acupressure', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'grass-knot', 'round', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'grassy-glide', 'tera-blast', 'trailblaze']",['grass'],purple
30,bronzor,60,5,bronzor,564,605,"['levitate', 'heatproof', 'heavy-metal']","['tackle', 'body-slam', 'take-down', 'solar-beam', 'earthquake', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'feint-attack', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'metal-sound', 'signal-beam', 'extrasensory', 'iron-defense', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'heal-block', 'power-swap', 'guard-swap', 'rock-polish', 'power-gem', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'heavy-slam', 'round', 'stored-power', 'ally-switch', 'hex', 'bulldoze', 'confide', 'psychic-terrain', 'speed-swap', 'stomping-tantrum', 'steel-beam', 'expanding-force', 'steel-roller', 'tera-blast', 'ice-spinner']","['steel', 'psychic']",green
31,bruxish,166,9,bruxish,955,190,"['dazzling', 'strong-jaw', 'wonder-skin']","['swords-dance', 'take-down', 'bite', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'screech', 'double-team', 'light-screen', 'reflect', 'waterfall', 'dream-eater', 'psywave', 'rest', 'super-fang', 'substitute', 'snore', 'protect', 'scary-face', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'uproar', 'torment', 'facade', 'taunt', 'magic-coat', 'snatch', 'poison-fang', 'astonish', 'signal-beam', 'aerial-ace', 'bulk-up', 'calm-mind', 'water-pulse', 'payback', 'embargo', 'fling', 'aqua-tail', 'giga-impact', 'ice-fang', 'trick-room', 'aqua-jet', 'wonder-room', 'psyshock', 'venoshock', 'telekinesis', 'magic-room', 'synchronoise', 'after-you', 'round', 'ally-switch', 'scald', 'frost-breath', 'confide', 'psychic-terrain', 'psychic-fangs', 'liquidation', 'wave-crash', 'tera-blast', 'chilling-water']","['water', 'psychic']",pink
32,budew,56,2,budew,423,12,"['natural-cure', 'poison-point', 'leaf-guard']","['swords-dance', 'cut', 'pin-missile', 'absorb', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'mind-reader', 'snore', 'cotton-spore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'secret-power', 'weather-ball', 'grass-whistle', 'extrasensory', 'bullet-seed', 'covet', 'water-sport', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'round', 'confide', 'dazzling-gleam', 'life-dew', 'grassy-glide']","['grass', 'poison']",green
33,buizel,66,7,buizel,549,295,"['swift-swim', 'water-veil']","['double-slap', 'ice-punch', 'razor-wind', 'headbutt', 'tackle', 'take-down', 'bite', 'growl', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'waterfall', 'swift', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'odor-sleuth', 'rock-tomb', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'me-first', 'aqua-ring', 'aqua-tail', 'switcheroo', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'low-sweep', 'round', 'echoed-voice', 'scald', 'tail-slap', 'confide', 'power-up-punch', 'liquidation', 'wave-crash', 'tera-blast', 'ice-spinner', 'chilling-water']",['water'],brown
34,bulbasaur,64,7,bulbasaur,1,69,"['overgrow', 'chlorophyll']","['razor-wind', 'swords-dance', 'cut', 'bind', 'vine-whip', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'strength', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'sleep-powder', 'petal-dance', 'string-shot', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'sludge', 'skull-bash', 'amnesia', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'outrage', 'giga-drain', 'endure', 'charm', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'knock-off', 'secret-power', 'weather-ball', 'grass-whistle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'venoshock', 'round', 'echoed-voice', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'grassy-glide']","['grass', 'poison']",green
35,buneary,70,4,buneary,557,55,"['run-away', 'klutz', 'limber']","['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'jump-kick', 'headbutt', 'ice-beam', 'low-kick', 'solar-beam', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'dizzy-punch', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'foresight', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'flatter', 'facade', 'focus-punch', 'helping-hand', 'magic-coat', 'endeavor', 'secret-power', 'teeter-dance', 'mud-sport', 'hyper-voice', 'fake-tears', 'cosmic-power', 'sky-uppercut', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'payback', 'assurance', 'fling', 'copycat', 'last-resort', 'drain-punch', 'switcheroo', 'captivate', 'grass-knot', 'charge-beam', 'double-hit', 'low-sweep', 'entrainment', 'after-you', 'round', 'circle-throw', 'retaliate', 'work-up', 'play-rough', 'confide', 'baby-doll-eyes', 'power-up-punch', 'triple-axel']",['normal'],brown
36,burmy,45,2,burmy,541,34,"['shed-skin', 'overcoat']","['tackle', 'string-shot', 'snore', 'protect', 'hidden-power', 'bug-bite', 'electroweb']",['bug'],green
37,buzzwole,285,24,buzzwole,971,3336,['beast-boost'],"['comet-punch', 'mega-punch', 'ice-punch', 'thunder-punch', 'body-slam', 'counter', 'earthquake', 'toxic', 'double-team', 'harden', 'focus-energy', 'leech-life', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'protect', 'outrage', 'endure', 'false-swipe', 'swagger', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'vital-throw', 'hidden-power', 'facade', 'focus-punch', 'taunt', 'superpower', 'revenge', 'brick-break', 'endeavor', 'rock-tomb', 'bulk-up', 'bounce', 'roost', 'hammer-arm', 'gyro-ball', 'close-combat', 'payback', 'fling', 'poison-jab', 'drain-punch', 'giga-impact', 'iron-head', 'stone-edge', 'bug-bite', 'smack-down', 'low-sweep', 'round', 'bulldoze', 'work-up', 'dual-chop', 'fell-stinger', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'lunge', 'stomping-tantrum', 'coaching', 'dual-wingbeat']","['bug', 'fighting']",red
38,cacnea,67,4,cacnea,443,513,"['sand-veil', 'water-absorb']","['mega-punch', 'thunder-punch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'pin-missile', 'leer', 'disable', 'acid', 'low-kick', 'counter', 'seismic-toss', 'absorb', 'leech-seed', 'growth', 'solar-beam', 'dig', 'toxic', 'mimic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'cotton-spore', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'spikes', 'destiny-bond', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'focus-punch', 'smelling-salts', 'nature-power', 'helping-hand', 'role-play', 'ingrain', 'brick-break', 'secret-power', 'teeter-dance', 'needle-arm', 'grass-whistle', 'bullet-seed', 'block', 'magical-leaf', 'natural-gift', 'payback', 'fling', 'worry-seed', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'seed-bomb', 'drain-punch', 'energy-ball', 'switcheroo', 'nasty-plot', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'foul-play', 'round', 'bulldoze', 'belch', 'rototiller', 'fell-stinger', 'grassy-terrain', 'confide', 'power-up-punch', 'power-trip', 'tera-blast', 'trailblaze']",['grass'],green
39,carbink,100,3,carbink,837,57,"['clear-body', 'sturdy']","['tackle', 'body-slam', 'take-down', 'hyper-beam', 'rock-throw', 'toxic', 'psychic', 'double-team', 'harden', 'light-screen', 'reflect', 'flash', 'explosion', 'rest', 'rock-slide', 'sharpen', 'substitute', 'snore', 'flail', 'protect', 'spikes', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'hail', 'facade', 'nature-power', 'magic-coat', 'skill-swap', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'covet', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'guard-swap', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'guard-split', 'wonder-room', 'telekinesis', 'smack-down', 'heavy-slam', 'after-you', 'round', 'ally-switch', 'misty-terrain', 'moonblast', 'confide', 'dazzling-gleam', 'stomping-tantrum', 'body-press', 'meteor-beam', 'misty-explosion', 'terrain-pulse', 'tera-blast']","['rock', 'fairy']",gray
40,carkol,144,11,carkol,1019,780,"['steam-engine', 'flame-body', 'flash-fire']","['tackle', 'body-slam', 'take-down', 'flamethrower', 'fire-spin', 'dig', 'smokescreen', 'reflect', 'self-destruct', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'spikes', 'sandstorm', 'endure', 'attract', 'sleep-talk', 'rapid-spin', 'sunny-day', 'ancient-power', 'heat-wave', 'will-o-wisp', 'facade', 'overheat', 'rock-tomb', 'sand-tomb', 'iron-defense', 'rock-blast', 'gyro-ball', 'flare-blitz', 'rock-polish', 'power-gem', 'iron-head', 'stone-edge', 'stealth-rock', 'smack-down', 'heavy-slam', 'flame-charge', 'round', 'scald', 'incinerate', 'bulldoze', 'heat-crash', 'high-horsepower', 'burn-up', 'body-press', 'meteor-beam', 'scorching-sands', 'tera-blast']","['rock', 'fire']",black
41,carnivine,159,14,carnivine,581,270,['levitate'],"['swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'bite', 'hyper-beam', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'toxic', 'double-team', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'sludge-bomb', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'stockpile', 'spit-up', 'swallow', 'facade', 'nature-power', 'ingrain', 'knock-off', 'secret-power', 'grass-whistle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'payback', 'fling', 'wring-out', 'gastro-acid', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'defog', 'power-whip', 'captivate', 'grass-knot', 'bug-bite', 'rage-powder', 'acid-spray', 'round', 'leaf-tornado', 'confide', 'infestation', 'throat-chop']",['grass'],green
